date,predicted_sales,lower_bound,upper_bound,actual_sales
2018-01-06,3804.14,1329.12,6512.61,
2018-01-07,3663.21,1021.97,6337.74,
2018-01-08,3404.59,844.9,6202.97,
2018-01-09,3977.12,1409.1,6546.66,
2018-01-10,3341.93,477.47,6075.43,
2018-01-11,2791.42,185.16,5527.29,
2018-01-12,2629.2,-227.95,5317.73,
2018-01-13,2425.5,-186.9,4984.83,
2018-01-14,2240.73,-389.98,4901.5,
2018-01-15,1965.67,-601.15,4614.36,
2018-01-16,2552.09,-116.05,5151.63,
2018-01-17,1956.46,-669.16,4616.38,
2018-01-18,1473.67,-1116.28,3985.34,
2018-01-19,1406.97,-1080.06,3884.96,
2018-01-20,1323.93,-1264.3,4118.13,
2018-01-21,1282.91,-1211.72,4010.21,
2018-01-22,1171.8,-1357.72,3764.32,
2018-01-23,1941.5,-527.4,4537.23,
2018-01-24,1540.27,-1109.8,4129.12,
2018-01-25,1262.35,-1346.29,3847.77,
2018-01-26,1407.77,-1229.1,4110.01,
2018-01-27,1539.11,-1182.29,4089.14,
2018-01-28,1710.83,-928.51,4334.38,
2018-01-29,1806.6,-739.56,4664.12,
2018-01-30,2775.72,88.82,5339.64,
2018-01-31,2558.07,-52.63,5167.06,
2018-02-01,2447.61,-214.58,5030.04,
2018-02-02,2742.16,240.08,5370.47,
2018-02-03,3000.74,349.59,5692.44,
2018-02-04,3275.88,497.7,5812.1,
2018-02-05,3449.4,800.97,6123.71,
2018-02-06,4471.76,1861.22,7129.74,
2018-02-07,4277.51,1685.5,7093.33,
2018-02-08,4163.59,1698.22,6917.95,
2018-02-09,4428.97,1655.09,7019.78,
2018-02-10,4632.61,2012.04,7165.08,
2018-02-11,4828.55,2337.02,7350.53,
2018-02-12,4900.1,2249.72,7463.32,
2018-02-13,5802.06,3228.32,8295.84,
2018-02-14,5466.6,3025.84,8106.43,
2018-02-15,5196.3,2688.17,7802.37,
2018-02-16,5293.62,2469.74,7860.93,
2018-02-17,5319.39,2574.14,7849.75,
2018-02-18,5330.7,2872.65,7909.49,
2018-02-19,5213.53,2378.7,7894.3,
2018-02-20,5927.67,3216.72,8777.47,
2018-02-21,5403.24,2743.62,7997.92,
2018-02-22,4948.33,2306.88,7651.96,
2018-02-23,4868.44,2202.6,7482.45,
2018-02-24,4725.42,1958.8,7464.07,
2018-02-25,4578.32,1941.87,7420.89,
2018-02-26,4314.37,1636.06,6831.71,
2018-02-27,4896.83,2376.97,7582.81,
2018-02-28,4252.01,1516.18,6898.23,
2018-03-01,3691.71,943.23,6306.47,
2018-03-02,3522.57,859.73,6192.14,
2018-03-03,3305.65,547.44,5748.77,
2018-03-04,3100.11,297.36,5590.94,
2018-03-05,2792.74,209.13,5346.37,
2018-03-06,3348.66,808.76,5945.72,
2018-03-07,2688.93,86.77,5242.03,
2018-03-08,2127.83,-519.36,4783.27,
2018-03-09,1972.02,-584.04,4707.02,
2018-03-10,1780.9,-861.82,4251.45,
2018-03-11,1613.04,-1079.63,4149.59,
2018-03-12,1354.27,-1063.84,3997.2,
2018-03-13,1971.22,-671.26,4693.53,
2018-03-14,1379.48,-1097.86,3955.38,
2018-03-15,895.68,-1664.43,3656.16,
2018-03-16,826.56,-1831.79,3563.66,
2018-03-17,729.84,-1829.67,3359.42,
2018-03-18,663.62,-1997.85,3357.37,
2018-03-19,512.82,-2294.95,3043.62,
2018-03-20,1245.66,-1351.75,3904.87,
2018-03-21,772.27,-1674.15,3445.57,
2018-03-22,411.56,-2288.0,3045.5,
2018-03-23,470.16,-2241.74,3197.11,
2018-03-24,503.95,-1925.46,3290.61,
2018-03-25,570.18,-2153.67,3237.05,
2018-03-26,552.48,-2210.19,3142.75,
2018-03-27,1420.14,-1288.88,4216.9,
2018-03-28,1077.26,-1554.07,3605.63,
2018-03-29,844.46,-1679.99,3467.21,
2018-03-30,1027.68,-1743.36,3536.94,
2018-03-31,1180.3,-1323.38,3876.3,
2018-04-01,1358.25,-1207.12,3987.06,
2018-04-02,1443.36,-1167.39,4034.79,
2018-04-03,2405.64,-366.12,4855.05,
2018-04-04,2143.0,-559.95,4796.74,
2018-04-05,1977.71,-666.71,4612.61,
2018-04-06,2215.2,-495.69,4862.47,
2018-04-07,2406.77,-128.89,4955.23,
2018-04-08,2607.59,126.73,5190.59,
2018-04-09,2698.62,-61.18,5120.32,
2018-04-10,3651.68,1178.91,6439.61,
2018-04-11,3359.81,676.86,5924.08,
2018-04-12,3148.5,681.62,6010.92,
2018-04-13,3324.38,678.14,5907.96,
2018-04-14,3438.59,659.95,6128.3,
2018-04-15,3547.58,932.45,6167.8,
2018-04-16,3533.47,849.53,6327.95,
2018-04-17,4372.06,1646.43,7019.38,
2018-04-18,3953.58,1382.41,6621.44,
2018-04-19,3608.75,867.35,6283.05,
2018-04-20,3647.3,955.7,6069.57,
2018-04-21,3621.86,891.21,6304.12,
2018-04-22,3591.6,644.3,6197.52,
2018-04-23,3441.01,866.06,5972.55,
2018-04-24,4150.65,1659.02,6882.74,
2018-04-25,3608.46,1098.09,6417.78,
2018-04-26,3150.48,541.9,5814.95,
2018-04-27,3089.24,583.28,5910.55,
2018-04-28,2978.17,445.45,5576.1,
2018-04-29,2878.1,192.52,5712.62,
2018-04-30,2674.4,-141.64,5329.64,
2018-05-01,3350.64,727.21,6047.89,
2018-05-02,2790.32,64.72,5598.48,
2018-05-03,2332.45,-351.81,4964.45,
2018-05-04,2289.79,-390.28,4769.61,
2018-05-05,2213.86,-308.92,4908.23,
2018-05-06,2164.34,-491.74,4622.89,
2018-05-07,2024.7,-523.71,4701.62,
2018-05-08,2778.74,305.08,5426.53,
2018-05-09,2302.96,-366.35,4776.98,
2018-05-10,1936.93,-733.59,4502.34,
2018-05-11,1991.48,-663.73,4590.73,
2018-05-12,2014.43,-537.39,4597.29,
2018-05-13,2062.88,-707.0,4402.52,
2018-05-14,2017.34,-402.3,4750.92,
2018-05-15,2861.3,82.7,5361.75,
2018-05-16,2464.13,-9.96,5070.04,
2018-05-17,2166.28,-374.63,4739.28,
2018-05-18,2277.49,-128.07,5039.62,
2018-05-19,2343.12,-170.74,5062.07,
2018-05-20,2419.34,-336.13,5153.84,
2018-05-21,2385.75,-256.36,4930.72,
2018-05-22,3227.84,421.88,5877.07,
2018-05-23,2810.44,236.24,5175.69,
2018-05-24,2477.69,256.61,5237.3,
2018-05-25,2541.11,57.72,5284.31,
2018-05-26,2546.49,-141.0,5104.37,
2018-05-27,2551.95,-21.39,5083.9,
2018-05-28,2438.94,-242.5,5098.36,
2018-05-29,3197.48,770.07,5914.99,
2018-05-30,2690.13,112.3,5320.94,
2018-05-31,2266.65,-332.17,5066.29,
2018-06-01,2241.88,-307.5,4660.77,
2018-06-02,2163.21,-402.24,4963.61,
2018-06-03,2091.34,-454.71,4677.18,
2018-06-04,1909.75,-791.55,4768.21,
2018-06-05,2612.69,-108.02,5231.45,
2018-06-06,2059.69,-550.84,4641.35,
2018-06-07,1604.88,-998.3,4235.57,
2018-06-08,1564.81,-1021.25,4448.64,
2018-06-09,1486.39,-1185.1,4019.67,
2018-06-10,1430.59,-1349.74,4097.96,
2018-06-11,1280.32,-1317.71,3949.39,
2018-06-12,2031.3,-575.91,4716.8,
2018-06-13,1537.13,-1205.0,4210.43,
2018-06-14,1153.45,-1615.9,3801.4,
2018-06-15,1195.64,-1442.62,3824.03,
2018-06-16,1207.48,-1502.65,3929.66,
2018-06-17,1247.71,-1275.54,3976.45,
2018-06-18,1196.46,-1269.36,3687.35,
2018-06-19,2049.12,-376.54,4523.13,
2018-06-20,1651.89,-1054.09,4215.69,
2018-06-21,1360.92,-1186.28,3963.75,
2018-06-22,1489.88,-1145.14,3998.2,
2018-06-23,1579.38,-1077.84,4240.58,
2018-06-24,1686.36,-1082.04,4339.92,
2018-06-25,1689.1,-908.49,4240.25,
2018-06-26,2583.97,-11.74,5342.26,
2018-06-27,2211.56,-218.93,4731.57,
2018-06-28,1930.62,-601.92,4617.12,
2018-06-29,2055.58,-478.96,4570.02,
2018-06-30,2126.45,-718.82,4963.82,
2018-07-01,2201.21,-393.21,4815.03,
2018-07-02,2159.13,-434.9,4825.63,
2018-07-03,3000.42,276.53,5697.5,
2018-07-04,2562.82,-18.44,5359.15,
2018-07-05,2210.27,-438.52,4812.75,
2018-07-06,2260.25,-495.63,4915.64,
2018-07-07,2254.27,-380.91,4622.41,
2018-07-08,2252.94,-371.7,4847.18,
2018-07-09,2137.77,-522.56,4817.11,
2018-07-10,2913.56,270.34,5453.72,
2018-07-11,2415.51,-50.08,5143.43,
2018-07-12,2012.53,-655.31,4669.56,
2018-07-13,2024.51,-563.59,4781.05,
2018-07-14,1993.23,-499.8,4730.3,
2018-07-15,1980.41,-652.92,4519.87,
2018-07-16,1867.8,-723.28,4562.29,
2018-07-17,2662.5,-6.55,5226.42,
2018-07-18,2194.58,-570.06,4949.28,
2018-07-19,1835.2,-854.41,4244.75,
2018-07-20,1903.71,-641.95,4385.71,
2018-07-21,1939.33,-706.43,4547.51,
2018-07-22,2001.99,-534.27,4530.62,
2018-07-23,1970.98,-673.29,4671.25,
2018-07-24,2853.21,229.05,5615.38,
2018-07-25,2471.37,-104.12,5354.8,
2018-07-26,2197.01,-388.01,4816.5,
2018-07-27,2347.53,-352.59,4940.64,
2018-07-28,2458.55,129.06,5090.57,
2018-07-29,2587.68,34.91,5114.29,
2018-07-30,2611.74,70.67,5187.38,
2018-07-31,3537.91,780.82,6066.15,
2018-08-01,3182.51,350.93,5862.49,
2018-08-02,2918.88,298.77,5592.95,
2018-08-03,3064.32,336.18,5570.99,
2018-08-04,3153.1,408.32,5628.6,
2018-08-05,3243.08,507.9,5776.46,
2018-08-06,3211.39,557.62,5865.27,
2018-08-07,4068.44,1461.9,6698.77,
2018-08-08,3627.23,895.65,6349.3,
2018-08-09,3265.94,592.73,5978.97,
2018-08-10,3304.75,646.6,5916.54,
2018-08-11,3279.37,657.18,5884.88,
2018-08-12,3250.46,630.91,6038.89,
2018-08-13,3097.69,404.39,5685.85,
2018-08-14,3836.58,1237.71,6325.27,
2018-08-15,3278.22,596.89,5913.14,
2018-08-16,2806.6,90.08,5551.39,
2018-08-17,2745.24,-1.04,5322.81,
2018-08-18,2631.23,-17.47,5130.23,
2018-08-19,2527.47,-82.12,5214.03,
2018-08-20,2315.15,-366.25,4920.24,
2018-08-21,3013.36,403.88,5707.69,
2018-08-22,2429.35,-62.54,5098.92,
2018-08-23,1950.62,-790.52,4643.17,
2018-08-24,1901.41,-596.32,4555.31,
2018-08-25,1817.35,-746.89,4596.17,
2018-08-26,1760.6,-646.43,4575.93,
2018-08-27,1610.78,-1097.44,4179.81,
2018-08-28,2387.47,-32.79,5025.24,
2018-08-29,1891.15,-676.18,4459.05,
2018-08-30,1510.0,-1200.49,4248.75,
2018-08-31,1566.46,-1119.28,4245.49,
2018-09-01,1592.46,-898.84,4439.41,
2018-09-02,1647.55,-1027.71,4457.4,
2018-09-03,1608.33,-1054.43,4196.94,
2018-09-04,2493.93,-27.11,5184.87,
2018-09-05,2097.52,-612.35,4728.54,
2018-09-06,1807.96,-828.07,4517.41,
2018-09-07,1946.33,-653.06,4555.35,
2018-09-08,2041.81,-577.13,4519.02,
2018-09-09,2152.71,-259.2,4835.04,
2018-09-10,2154.35,-560.41,4794.1,
2018-09-11,3067.52,405.15,5550.94,
2018-09-12,2680.41,103.7,5250.69,
2018-09-13,2385.17,-313.11,4884.53,
2018-09-14,2504.21,-129.96,5096.97,
2018-09-15,2566.74,-113.01,5280.17,
2018-09-16,2632.53,-142.64,5149.02,
2018-09-17,2578.3,-105.81,5401.5,
2018-09-18,3428.92,849.44,6115.04,
2018-09-19,2969.88,366.45,5738.69,
2018-09-20,2598.53,-105.26,5194.84,
2018-09-21,2640.22,85.48,5097.29,
2018-09-22,2625.35,-81.68,5320.94,
2018-09-23,2615.98,23.97,5289.38,
2018-09-24,2490.59,-66.77,5190.18,
2018-09-25,3278.08,673.25,5913.73,
2018-09-26,2760.76,-34.47,5401.74,
2018-09-27,2340.28,-190.22,4929.78,
2018-09-28,2343.7,-385.24,4781.64,
2018-09-29,2301.09,-421.16,4804.8,
2018-09-30,2274.97,-339.77,4979.6,
2018-10-01,2143.52,-593.92,4809.81,
2018-10-02,2937.54,320.48,5549.17,
2018-10-03,2433.88,-153.45,5025.6,
2018-10-04,2036.29,-472.71,4686.43,
2018-10-05,2071.35,-666.67,4634.49,
2018-10-06,2066.72,-586.09,4869.73,
2018-10-07,2083.52,-388.15,4718.03,
2018-10-08,1998.04,-680.4,4530.2,
2018-10-09,2841.61,280.16,5630.86,
2018-10-10,2384.63,-219.02,5098.61,
2018-10-11,2032.28,-517.3,4731.0,
2018-10-12,2110.34,-528.07,4674.45,
2018-10-13,2144.15,-260.66,4830.74,
2018-10-14,2193.82,-253.27,4944.79,
2018-10-15,2134.52,-476.27,4822.96,
2018-10-16,2999.13,315.36,5520.64,
2018-10-17,2552.96,-145.62,5140.58,
2018-10-18,2204.13,-331.89,4836.42,
2018-10-19,2279.31,-352.41,4796.48,
2018-10-20,2303.32,-149.31,4936.78,
2018-10-21,2337.12,-214.38,4887.31,
2018-10-22,2256.54,-388.03,4976.59,
2018-10-23,3097.81,514.58,5625.81,
2018-10-24,2622.7,77.38,5300.67,
2018-10-25,2243.66,-350.61,4895.38,
2018-10-26,2289.48,-422.07,4968.76,
2018-10-27,2285.3,-307.87,4973.06,
2018-10-28,2293.54,-380.41,4944.55,
2018-10-29,2190.95,-325.86,4791.29,
2018-10-30,3017.02,183.13,5602.54,
2018-10-31,2529.59,-338.12,5031.18,
2018-11-01,2144.77,-575.42,4728.44,
2018-11-02,2192.41,-314.86,4674.39,
2018-11-03,2196.77,-279.5,4743.96,
2018-11-04,2220.22,-489.97,4856.24,
2018-11-05,2138.84,-477.09,4688.77,
2018-11-06,2993.64,284.55,5728.82,
2018-11-07,2536.77,37.26,5196.34,
2018-11-08,2186.23,-452.31,5125.2,
2018-11-09,2271.26,-216.66,4996.88,
2018-11-10,2313.69,-163.26,4915.65,
2018-11-11,2374.54,1.35,5093.82,
2018-11-12,2328.09,-186.73,5175.84,
2018-11-13,3216.07,515.64,5897.48,
2018-11-14,2784.44,255.88,5442.29,
2018-11-15,2452.94,-403.03,5087.68,
2018-11-16,2550.45,-133.96,5108.53,
2018-11-17,2596.91,-7.29,5279.72,
2018-11-18,2652.88,238.47,5238.24,
2018-11-19,2592.1,-227.08,5163.92,
2018-11-20,3458.54,753.82,6051.78,
2018-11-21,2993.74,353.85,5615.05,
2018-11-22,2621.16,2.65,5081.72,
2018-11-23,2671.37,120.58,5110.86,
2018-11-24,2664.61,-147.28,5267.85,
2018-11-25,2663.17,74.06,5412.58,
2018-11-26,2542.33,-100.45,5252.5,
2018-11-27,3350.24,683.8,6096.18,
2018-11-28,2825.78,89.68,5446.97,
2018-11-29,2397.59,-66.57,5023.11,
2018-11-30,2399.11,-67.32,5215.48,
2018-12-01,2351.66,-332.17,4945.98,
2018-12-02,2319.61,-323.46,4892.99,
2018-12-03,2179.7,-304.59,4865.99,
2018-12-04,2983.8,192.03,5704.72,
2018-12-05,2467.17,-65.6,5041.27,
2018-12-06,2062.22,-695.56,4917.43,
2018-12-07,2103.49,-415.99,4727.7,
2018-12-08,2111.24,-647.46,4734.61,
2018-12-09,2149.42,-501.7,4656.18,
2018-12-10,2093.58,-371.5,4822.86,
2018-12-11,2996.37,374.59,5546.47,
